timestamp,linear_x,angular_z
1785243325721033779,0.03,0.0
1785243325821718270,0.03,0.0
1785243325922228599,0.03,0.0
1785243326022806040,0.03,0.0
1785243326123383913,0.03,0.0
1785243326231614214,0.03,0.0
1785243326336184643,0.03,0.0
1785243326429800483,0.03,0.0
1785243326530440598,0.03,0.0
1785243326630846782,0.03,0.0
1785243326731520612,0.03,0.0
1785243326832135277,0.03,0.0
1785243326937445692,0.03,0.0
1785243327040361395,0.03,0.0
1785243327136716827,0.03,0.0
1785243327238980169,0.03,0.0
1785243327339526645,0.03,0.0
1785243327440290797,0.03,0.0
1785243327545605026,0.03,0.0
1785243327645371742,0.03,0.0
1785243327746286307,0.03,0.0
1785243327847064334,0.03,0.0
1785243327947650165,0.03,0.0
1785243328046928354,0.03,0.0
1785243328148137735,0.03,0.0
1785243328248516981,0.03,0.0
1785243328349229751,0.03,0.0
1785243328450337643,0.03,0.0
1785243328453749914,0.03,0.05
1785243328554425120,0.03,0.1
1785243328654950642,0.03,0.1
1785243328755643233,0.03,0.1
1785243328857287275,0.03,0.1
1785243328904509223,0.03,0.15000000000000002
1785243329005030276,0.03,0.2
1785243329105702525,0.03,0.2
1785243329206396997,0.03,0.2
1785243329310495017,0.03,0.2
1785243329413449525,0.03,0.2
1785243329511778597,0.03,0.2
1785243329612295051,0.03,0.2
1785243329712908015,0.03,0.2
1785243329813544405,0.03,0.2
1785243329914250897,0.03,0.2
1785243330015115969,0.03,0.2
1785243330115887073,0.03,0.2
1785243330216497892,0.03,0.2
1785243330317199830,0.03,0.2
1785243330417916872,0.03,0.2
1785243330518828917,0.03,0.2
1785243330619666470,0.03,0.2
1785243330722902791,0.03,0.2
1785243330823373806,0.03,0.2
1785243330923922673,0.03,0.2
1785243331026207752,0.03,0.2
1785243331127377175,0.03,0.2
1785243331227490355,0.03,0.2
1785243331330091728,0.03,0.2
1785243331428588268,0.03,0.2
1785243331529149189,0.03,0.2
1785243331634746757,0.03,0.2
1785243331733144840,0.03,0.2
1785243331833763374,0.03,0.2
1785243331934396157,0.03,0.2
1785243332034961407,0.03,0.2
1785243332135667544,0.03,0.2
1785243332236738293,0.03,0.2
1785243332337538043,0.03,0.2
1785243332437962247,0.03,0.2
1785243332538510715,0.03,0.2
1785243332642536460,0.03,0.2
1785243332739631246,0.03,0.2
1785243332840511553,0.03,0.2
1785243332941210916,0.03,0.2
1785243333041770726,0.03,0.2
1785243333146879953,0.03,0.2
1785243333254383007,0.03,0.2
1785243333348187149,0.03,0.2
1785243333448725405,0.03,0.2
1785243333549415379,0.03,0.2
1785243333650048542,0.03,0.2
1785243333751328424,0.03,0.2
1785243333851999822,0.03,0.2
1785243333952436419,0.03,0.2
1785243334052949599,0.03,0.2
1785243334153716833,0.03,0.2
1785243334258975846,0.03,0.2
1785243334354924236,0.03,0.2
1785243334455509015,0.03,0.2
1785243334556156985,0.03,0.2
1785243334656836812,0.03,0.2
1785243334758642288,0.03,0.2
1785243334861199811,0.03,0.2
1785243334961297236,0.03,0.2
1785243335062482149,0.03,0.2
1785243335163745476,0.03,0.2
1785243335263606528,0.03,0.2
1785243335364234090,0.03,0.2
1785243335464953245,0.03,0.2
1785243335570455925,0.03,0.2
1785243335667975274,0.03,0.2
1785243335774755278,0.03,0.2
1785243335871922767,0.03,0.2
1785243335972521417,0.03,0.2
1785243336073102314,0.03,0.2
1785243336174312050,0.03,0.2
1785243336274815750,0.03,0.2
1785243336375544471,0.03,0.2
1785243336476252466,0.03,0.2
1785243336576878135,0.03,0.2
1785243336677470805,0.03,0.2
1785243336778266971,0.03,0.2
1785243336878919399,0.03,0.2
1785243336982317171,0.03,0.2
1785243337086555950,0.03,0.2
1785243337184845551,0.03,0.2
1785243337222793713,0.0,0.0
1785243337323265069,0.0,0.0
1785243337423884601,0.0,0.0
1785243337524798203,0.0,0.0
1785243337626838684,0.0,0.0
1785243337728539745,0.0,0.0
1785243337827905594,0.0,0.0
1785243337930758614,0.0,0.0
1785243338029597456,0.0,0.0
1785243338130344204,0.0,0.0
1785243338231313928,0.0,0.0
1785243338338962438,0.0,0.0
1785243338432417772,0.0,0.0
1785243338532962885,0.0,0.0
1785243338633551846,0.0,0.0
1785243338734591020,0.0,0.0
1785243338836012590,0.0,0.0
1785243338937132275,0.0,0.0
1785243339036821192,0.0,0.0
1785243339137519843,0.0,0.0
1785243339238079405,0.0,0.0
1785243339343930115,0.0,0.0
1785243339441583891,0.0,0.0
1785243339486558516,0.0,0.0
